{X9J8-F2HX61ZS-6964BQSZ},05/01/2017 07:51:15,WSP0210,PC-0583,Connect
{N4B8-W4GW30LD-0161NQMY},05/01/2017 08:12:37,WSP0210,PC-0583,Disconnect
{O8C8-J7LH32ZJ-8081MVPM},05/01/2017 09:14:11,LRL0873,PC-8504,Connect
{D3K1-I5OE68HA-6999BOLU},05/01/2017 09:53:14,DSL0441,PC-7252,Connect
{C8J4-M3XX23WP-3862EILS},05/01/2017 09:53:40,DSL0441,PC-7252,Disconnect
{G3Z6-H9YC03NB-0901DOSL},05/01/2017 11:11:46,WSP0210,PC-0583,Connect
{E6Y8-F4TT87EG-0638HEKH},05/01/2017 11:22:11,DSL0441,PC-7252,Connect
{C0R4-D1AE49FZ-0599ZEXC},05/01/2017 14:06:48,WSP0210,PC-0583,Disconnect
{F8S4-H9SZ92BK-9283GZEP},05/01/2017 14:48:55,LRL0873,PC-8504,Connect
{C0G3-B4FQ37DT-9944ALHO},05/01/2017 15:13:52,DSL0441,PC-7252,Disconnect
{H7P5-D7UT64ZX-1641QKXX},05/01/2017 17:37:23,LRL0873,PC-8504,Disconnect
{C9U2-F9VJ69CK-4228IIIM},05/02/2017 08:36:15,DSL0441,PC-7252,Connect
{S4U0-K8XF02EL-3659GZPT},05/02/2017 09:54:42,DSL0441,PC-7252,Disconnect
{C7F5-S2ET03EX-8318VYAQ},05/02/2017 15:05:29,DSL0441,PC-7252,Connect
{J3J9-V3YG04GT-1320WNAU},05/02/2017 16:20:42,DSL0441,PC-7252,Disconnect
{G4Q9-R3VA80SN-2829JDGC},05/03/2017 07:32:02,LKF0701,PC-4841,Connect
{K0J1-J6VG45SF-4167WARP},05/03/2017 07:47:20,LKF0701,PC-4841,Disconnect
{T1V0-E3DF74IY-9355GOFS},05/03/2017 07:50:48,LKF0701,PC-4841,Connect
{Y8J4-I3PU71DU-7326GDKC},05/03/2017 08:08:29,PAS0349,PC-6612,Connect
{X2E0-D1NA12TZ-9336QGUO},05/03/2017 08:15:19,WSP0210,PC-0583,Connect
{Z7Q0-M2UY69PE-9654FYVX},05/03/2017 08:16:54,PAS0349,PC-6612,Disconnect
{K1M2-S3YP96WZ-6226LYUJ},05/03/2017 08:25:12,PAS0349,PC-6612,Connect
{A7A5-J0BO98NM-3518MWSD},05/03/2017 08:29:44,CCO0065,PC-5771,Connect
{N9O5-Y0RA70FX-5289DQKJ},05/03/2017 08:41:05,LKF0701,PC-4841,Disconnect
{X8V6-E2ZG70VK-7206VSJO},05/03/2017 08:54:15,WSP0210,PC-0583,Disconnect
{Y3U3-N6VQ91AP-8467RQCT},05/03/2017 09:18:49,DSL0441,PC-7252,Connect
{J7M3-H2LT36IW-1701ZYIK},05/03/2017 09:44:47,PAS0349,PC-6612,Disconnect
{F8U6-L3BU36OI-1756YFCU},05/03/2017 09:45:13,LRL0873,PC-8504,Connect
{V1E0-L1AM73CN-1731YPGF},05/03/2017 10:00:05,PAS0349,PC-6612,Connect
{K5D8-G7MF03NJ-4431WIFL},05/03/2017 10:00:32,PAS0349,PC-6612,Disconnect
{H7C0-M9KU64DB-2734LYFU},05/03/2017 10:01:16,DSL0441,PC-7252,Disconnect
{N0J9-D0UG39GX-5529TESG},05/03/2017 10:11:29,LKF0701,PC-4841,Connect
{G9M3-X2GZ37QV-2800DKPF},05/03/2017 10:15:07,CCH0959,PC-0588,Connect
{L3O5-L4IZ13PV-4611OCMI},05/03/2017 10:29:01,CCO0065,PC-5771,Disconnect
{I0Q0-S4GT80ZJ-3074DQRO},05/03/2017 10:37:44,LKF0701,PC-4841,Disconnect
{Z5E8-I0SX76NS-1452FQZQ},05/03/2017 10:39:00,LKF0701,PC-4841,Connect
{Z1H2-S2GQ88YT-7867NEHR},05/03/2017 10:44:16,PAS0349,PC-6612,Connect
{M5C3-S1AG93OV-7461EHAA},05/03/2017 10:49:49,LKF0701,PC-4841,Disconnect
{T6C1-R2OB18ZN-9728BPMM},05/03/2017 10:54:56,LKF0701,PC-4841,Connect
{S5Z5-Z8TY49WO-3142GNHD},05/03/2017 11:28:24,CCH0959,PC-0588,Disconnect
{T6B8-Q4QY29EP-4930JIKD},05/03/2017 11:32:10,LKF0701,PC-4841,Disconnect
{A2A8-O2MY67VA-2483ACPI},05/03/2017 11:41:56,PAS0349,PC-6612,Disconnect
{G4T8-E4OO92VH-9616DYYK},05/03/2017 11:58:03,LKF0701,PC-4841,Connect
{Q1O9-U6EZ87TV-7517ZDFR},05/03/2017 12:04:40,LKF0701,PC-4841,Disconnect
{B5D3-N5XK11PU-1208RNOD},05/03/2017 12:07:22,CCH0959,PC-0588,Connect
{Q8M2-C8RD62PM-0267LAIU},05/03/2017 12:32:32,PAS0349,PC-6612,Connect
{S2Z7-X0OJ85JJ-7994KKWF},05/03/2017 12:43:08,PAS0349,PC-6612,Disconnect
{V4T1-G9GO85DN-1109XOXL},05/03/2017 13:01:27,LKF0701,PC-4841,Connect
{W6D0-B2RX34TL-7589IWMV},05/03/2017 13:07:04,CCH0959,PC-0588,Disconnect
{H3E9-E3AO22FG-8173NNEN},05/03/2017 13:36:04,LKF0701,PC-4841,Disconnect
{M3V5-K1WI27GT-6544CBTF},05/03/2017 13:36:10,PAS0349,PC-6612,Connect
{N2E4-B8NF19SL-9438VJLY},05/03/2017 13:43:46,JQV0922,PC-4826,Connect
{M7M3-C7JM25ZF-0609ZPHO},05/03/2017 13:58:15,PAS0349,PC-6612,Disconnect
{K6C1-M0VF62TM-6685RUOQ},05/03/2017 14:28:37,PAS0349,PC-6612,Connect
{M3F0-X9LL11GW-0114YXGZ},05/03/2017 14:47:36,WSP0210,PC-0583,Connect
{W2Y8-D2AG15EQ-1061BHIM},05/03/2017 15:01:01,PAS0349,PC-6612,Disconnect
{G5R3-N2XL64KZ-9162YMBY},05/03/2017 15:16:23,WSP0210,PC-0583,Disconnect
{R9L3-B8YD10UQ-4953THIH},05/03/2017 15:32:21,LRL0873,PC-8504,Disconnect
{L1G9-X3RR73NA-1782XPQB},05/03/2017 16:24:56,PAS0349,PC-6612,Connect
{N0B5-M5IG80FB-4839EKME},05/03/2017 16:47:35,PAS0349,PC-6612,Disconnect
{G8U1-I2KX06PZ-0912YKWC},05/04/2017 07:17:22,LKF0701,PC-4841,Connect
{R6X6-M8BB41FX-1494FVRF},05/04/2017 07:51:10,LKF0701,PC-4841,Disconnect
{H7G1-D4NG80UG-7705VGXT},05/04/2017 08:01:30,PAS0349,PC-6612,Connect
{F7Y5-S1YJ20HG-9867PYOG},05/04/2017 08:45:15,CCO0065,PC-5771,Connect
{N1M2-D5PG89NN-4804TYBW},05/04/2017 09:08:48,PAS0349,PC-6612,Disconnect
{S4L1-E4VI32AT-3155NHFJ},05/04/2017 09:20:37,DSL0441,PC-7252,Connect
{W9L2-S5YW60HW-2925ICGM},05/04/2017 09:23:27,PAS0349,PC-6612,Connect
{L1J6-G0DI23TO-0431RXHF},05/04/2017 09:36:50,CCH0959,PC-0588,Connect
{U7E3-N1VK67YX-0571LZHL},05/04/2017 09:48:00,PAS0349,PC-6612,Disconnect
{W0G3-U8HM76QN-1472CHNV},05/04/2017 09:49:41,DSL0441,PC-7252,Disconnect
{M5C9-P0WB93UK-3817TGEO},05/04/2017 09:53:58,LKF0701,PC-4841,Connect
{L7Q4-G6XO39KJ-3727FUAL},05/04/2017 10:16:03,DSL0441,PC-7252,Connect
{Q3S3-R7ZA60XK-2503RTCC},05/04/2017 10:28:51,LKF0701,PC-4841,Disconnect
{L2F8-H5EF59LO-6153UQIA},05/04/2017 10:48:28,CCO0065,PC-5771,Disconnect
{S7M1-Y2QP83LE-5426MIIO},05/04/2017 10:58:05,LKF0701,PC-4841,Connect
{X6J6-T3LB44RX-9284TTGD},05/04/2017 10:58:16,LKF0701,PC-4841,Disconnect
{Y6J3-Q8HA37JA-4666WUEZ},05/04/2017 11:13:44,CCH0959,PC-0588,Disconnect
{I0V2-J9LR58RV-3698VMBO},05/04/2017 11:30:13,PAS0349,PC-6612,Connect
{G9X3-B7RX56AI-3598NFWN},05/04/2017 12:20:34,LKF0701,PC-4841,Connect
{P4A0-T9KE08IQ-7884NBKZ},05/04/2017 12:28:08,PAS0349,PC-6612,Disconnect
{Y8H3-Y1LH08OM-7876MOJP},05/04/2017 12:30:16,PAS0349,PC-6612,Connect
{Q8F1-R9EA36NR-1440ZSPG},05/04/2017 12:33:22,LKF0701,PC-4841,Disconnect
{N3B1-V4WQ19KK-2463LNDP},05/04/2017 12:47:10,LKF0701,PC-4841,Connect
{S1X1-G6DI53NY-1128DPEC},05/04/2017 12:51:31,PAS0349,PC-6612,Disconnect
{P5Z5-G9CX57LF-5746HREB},05/04/2017 12:56:12,PAS0349,PC-6612,Connect
{J0S2-F3FJ98IH-9530OJAB},05/04/2017 13:04:45,PAS0349,PC-6612,Disconnect
{Y5A4-L9PP84HV-9028TYJE},05/04/2017 13:08:44,PAS0349,PC-6612,Connect
{C0V5-B2KY15UW-9633ZLCT},05/04/2017 13:09:15,LKF0701,PC-4841,Disconnect
{K8M4-K1KG48HN-8665FBAA},05/04/2017 13:15:23,LKF0701,PC-4841,Connect
{E8R8-V7MC04JO-9776BYPV},05/04/2017 13:22:41,PAS0349,PC-6612,Disconnect
{N6R5-W9VP41EA-4764UZHM},05/04/2017 13:38:24,PAS0349,PC-6612,Connect
{R5N4-K0LW66LX-4778DDVF},05/04/2017 13:44:18,DSL0441,PC-7252,Disconnect
{P9Q1-P5BS91JB-1265BHPM},05/04/2017 14:05:15,LKF0701,PC-4841,Disconnect
{C4A7-B4IV39UY-1378ZJNT},05/04/2017 14:08:05,LKF0701,PC-4841,Connect
{H0H4-T5TI42VW-9304BLFT},05/04/2017 14:15:57,LKF0701,PC-4841,Disconnect
{T2B2-N1GS38IC-6096DXBZ},05/04/2017 14:21:50,LRL0873,PC-8504,Connect
{Z0V9-A8JY45QB-8286JAFK},05/04/2017 14:22:45,PAS0349,PC-6612,Disconnect
{T5N1-T1KJ28GV-5443QTBN},05/04/2017 14:29:24,LKF0701,PC-4841,Connect
{L4C9-K7IV71VR-1712PAOU},05/04/2017 14:34:00,PAS0349,PC-6612,Connect
{W6F8-R8EX87NM-3380DOGH},05/04/2017 14:48:02,PAS0349,PC-6612,Disconnect
{G7O9-K6VJ11MK-6448UTUT},05/04/2017 14:53:28,LKF0701,PC-4841,Disconnect
{F2A2-W5RM55ZJ-2916RZPO},05/04/2017 15:08:50,CCH0959,PC-0588,Connect
{X8C4-G1VB35OH-2691OFON},05/04/2017 15:28:41,DSL0441,PC-7252,Connect
{T7V2-B1IZ87PI-5826UCCB},05/04/2017 15:29:21,DSL0441,PC-7252,Disconnect
{Q4O4-E6KO27FL-1066PZSM},05/04/2017 15:30:44,PAS0349,PC-6612,Connect
{R9O6-B4XV64CT-8940UASN},05/04/2017 15:34:41,CCH0959,PC-0588,Disconnect
{C9A3-C0KA02RT-9615LXRL},05/04/2017 16:02:27,PAS0349,PC-6612,Disconnect
{D1Z8-U1YI62FR-1147BRGL},05/04/2017 16:14:05,LRL0873,PC-8504,Disconnect
{N4B9-K5AG06VE-9626ECBG},05/05/2017 01:35:31,WSP0210,PC-0583,Connect
{F4R8-O1NU27YE-5598PSFW},05/05/2017 02:05:38,WSP0210,PC-0583,Disconnect
{Q7V2-A9KA10AY-5927GAFO},05/05/2017 07:20:05,LKF0701,PC-4841,Connect
{F3I3-H6MK25TN-5098KNZP},05/05/2017 07:41:27,PAS0349,PC-6612,Connect
{O2T3-L4DB52UR-6181SBMF},05/05/2017 07:58:48,WSP0210,PC-0583,Connect
{U8Y7-Q3VL87HK-9164ZNTC},05/05/2017 08:02:59,LKF0701,PC-4841,Disconnect
{O0D6-M5XU37QX-8256NLGM},05/05/2017 08:06:35,DSL0441,PC-7252,Connect
{U2F8-M5CD12OX-2578KFGS},05/05/2017 08:21:57,LKF0701,PC-4841,Connect
{R5B2-J9XY13DN-7339DNOS},05/05/2017 08:34:47,WSP0210,PC-0583,Disconnect
{K8N7-P0ND94MG-8450JPCI},05/05/2017 08:42:55,PAS0349,PC-6612,Disconnect
{Z3S0-E9CB31BB-0117PBXA},05/05/2017 09:01:15,PAS0349,PC-6612,Connect
{U9G0-R9LY16UN-9433HWYM},05/05/2017 09:07:19,LKF0701,PC-4841,Disconnect
{G7O4-L7WZ90EK-1085CFJX},05/05/2017 09:14:20,PAS0349,PC-6612,Disconnect
{D4Z9-W8LU05TY-2036DMNH},05/05/2017 09:15:25,PAS0349,PC-6612,Connect
{A1L8-U7GD71JT-7606CKME},05/05/2017 09:25:58,LKF0701,PC-4841,Connect
{G0E8-B8PX22PR-7263WEFN},05/05/2017 09:31:16,CCO0065,PC-5771,Connect
{Z2T7-T9TD21OO-3132STZR},05/05/2017 09:41:11,DSL0441,PC-7252,Disconnect
{R0B2-L0MW65IW-6752XXYA},05/05/2017 09:50:08,DSL0441,PC-7252,Connect
{D4E3-O2DE44JE-9738DWZQ},05/05/2017 09:50:27,PAS0349,PC-6612,Disconnect
{Y5O1-X7MO12KK-0836SHXZ},05/05/2017 10:49:49,CCH0959,PC-0588,Connect
{K6T6-E5MC43UF-4228FUVO},05/05/2017 11:20:16,LKF0701,PC-4841,Disconnect
{V5A5-D0FB32DR-3877ZKLU},05/05/2017 11:25:28,LKF0701,PC-4841,Connect
{M9H0-H8YJ63GH-9309YWNE},05/05/2017 11:27:35,CCO0065,PC-5771,Connect
{L6I8-S0LO08NF-1501EOQQ},05/05/2017 11:47:41,CCO0065,PC-5771,Disconnect
{K0Q7-A4EB97TM-4716HWWR},05/05/2017 11:50:12,LKF0701,PC-4841,Disconnect
{Y1N3-J3LX84PE-4717MWYN},05/05/2017 11:54:00,CCH0959,PC-0588,Disconnect
{X8O1-V4FI01OP-0587NWGZ},05/05/2017 12:07:01,LKF0701,PC-4841,Connect
