{T7N1-I7WL82DR-7030FPGD},05/01/2017 01:52:58,HMD0974,PC-1182,Logon
{H1A0-T1WE71IG-7341IONT},05/01/2017 03:48:40,HMD0974,PC-1182,Logoff
{X6V6-D5KG63SY-8540LFMT},05/01/2017 04:49:11,IQW0294,PC-3418,Logon
{U1I6-T8RQ40IJ-3338EWGU},05/01/2017 07:05:00,HMW0274,PC-1078,Logon
{L3M2-W3QJ85NE-7687VRVH},05/01/2017 07:20:57,IQW0294,PC-3418,Logoff
{L0J5-A4XA02VG-0802JSNC},05/01/2017 07:44:00,WSP0210,PC-0583,Logon
{X1O2-A1YI85PP-9458NQIK},05/01/2017 07:45:00,DSL0441,PC-7252,Logon
{D9W7-I1KE05IS-0378HYOD},05/01/2017 08:17:00,KAK0992,PC-1037,Logon
{H2J4-R9ZT32WZ-8717EWQM},05/01/2017 08:38:41,WSP0210,PC-5493,Logon
{H7K3-I0PG15MP-2729OWMY},05/01/2017 08:44:23,WSP0210,PC-5493,Logoff
{K4U4-C3DD19PL-8760YQCE},05/01/2017 08:47:00,LRL0873,PC-8504,Logon
{T2B0-D7TR47WV-1355GSRI},05/01/2017 10:56:42,DSL0441,PC-7252,Logon
{J8Q6-A4EL25HP-2195HYFT},05/01/2017 13:23:46,KAK0992,PC-1037,Logon
{F7Q5-J1YU74KY-7573RFLU},05/01/2017 14:24:59,LRL0873,PC-8504,Logon
{N5P1-O1XB16LM-4023KUYV},05/01/2017 15:45:00,WSP0210,PC-0583,Logoff
{Y7W0-Z0HC61BC-5769KZMP},05/01/2017 16:12:00,HMW0274,PC-1078,Logoff
{F6N3-B5KU57QR-1723PQSE},05/01/2017 16:43:00,DSL0441,PC-7252,Logoff
{E8K7-M0VX65JL-0780XBCL},05/01/2017 18:14:00,KAK0992,PC-1037,Logoff
{J4M8-Q5HW43NA-3227UNGI},05/01/2017 18:44:00,LRL0873,PC-8504,Logoff
{K0P3-N4EC72BQ-3499CHQM},05/01/2017 20:18:49,WSP0210,PC-8679,Logon
{M8Y0-V5XI93BB-8001UJFH},05/01/2017 20:21:53,WSP0210,PC-8679,Logoff
{C9E4-W6LS34NV-7452ZTFU},05/02/2017 00:52:55,WSP0210,PC-1818,Logon
{X7G9-E5LH53BO-7545VTZG},05/02/2017 01:10:43,WSP0210,PC-1818,Logoff
{A7W1-G7ZA61JQ-8300TGPM},05/02/2017 07:39:00,WSP0210,PC-0583,Logon
